,image_id,file_path,pixel_size,label,difficulty,left_eye,right_eye,nose,mouth,img_array
214,215,data\real_and_fake_face\training_real\real_00215.jpg,600x600,real,real,,,,,"[[0.99215686 0.99215686 0.99215686]
 [0.99215686 0.99215686 0.99215686]
 [0.99215686 0.99215686 0.99215686]
 ...
 [0.73333333 0.61176471 0.52941176]
 [0.72156863 0.59607843 0.50588235]
 [0.73333333 0.60784314 0.51764706]]"
215,216,data\real_and_fake_face\training_real\real_00216.jpg,600x600,real,real,,,,,"[[0.90980392 0.90588235 0.89803922]
 [0.90980392 0.90588235 0.89803922]
 [0.90980392 0.90588235 0.89803922]
 ...
 [0.79215686 0.68235294 0.6       ]
 [0.78431373 0.6745098  0.58823529]
 [0.76078431 0.65098039 0.56470588]]"
216,217,data\real_and_fake_face\training_real\real_00217.jpg,600x600,real,real,,,,,"[[0.25490196 0.15686275 0.07843137]
 [0.25882353 0.16078431 0.08235294]
 [0.2627451  0.16470588 0.08627451]
 ...
 [0.54509804 0.50980392 0.39607843]
 [0.54509804 0.50980392 0.39607843]
 [0.54509804 0.50980392 0.39607843]]"
217,218,data\real_and_fake_face\training_real\real_00218.jpg,600x600,real,real,,,,,"[[0.14509804 0.1254902  0.04705882]
 [0.14901961 0.12941176 0.05098039]
 [0.15294118 0.13333333 0.05490196]
 ...
 [0.31764706 0.30196078 0.40784314]
 [0.35686275 0.34509804 0.45882353]
 [0.4        0.38823529 0.50980392]]"
218,219,data\real_and_fake_face\training_real\real_00219.jpg,600x600,real,real,,,,,"[[0.3254902  0.30196078 0.24705882]
 [0.33333333 0.30980392 0.25490196]
 [0.31372549 0.29019608 0.23529412]
 ...
 [0.4        0.39215686 0.48627451]
 [0.39215686 0.38431373 0.47843137]
 [0.4        0.39215686 0.48627451]]"
219,220,data\real_and_fake_face\training_real\real_00220.jpg,600x600,real,real,,,,,"[[0.44705882 0.46666667 0.48235294]
 [0.45098039 0.47058824 0.48627451]
 [0.4627451  0.48235294 0.50588235]
 ...
 [0.17254902 0.17647059 0.18431373]
 [0.19607843 0.2        0.20784314]
 [0.20392157 0.20784314 0.21568627]]"
220,221,data\real_and_fake_face\training_real\real_00221.jpg,600x600,real,real,,,,,"[[0.49411765 0.56470588 0.50980392]
 [0.47843137 0.54901961 0.49411765]
 [0.4627451  0.53333333 0.47843137]
 ...
 [0.85490196 0.74901961 0.72156863]
 [0.84705882 0.74117647 0.71372549]
 [0.83137255 0.7254902  0.69803922]]"
221,222,data\real_and_fake_face\training_real\real_00222.jpg,600x600,real,real,,,,,"[[0.09803922 0.09019608 0.10196078]
 [0.09411765 0.08627451 0.09803922]
 [0.09019608 0.08235294 0.10196078]
 ...
 [0.34509804 0.34509804 0.34509804]
 [0.30588235 0.30588235 0.30588235]
 [0.28627451 0.28627451 0.28627451]]"
222,223,data\real_and_fake_face\training_real\real_00223.jpg,600x600,real,real,,,,,"[[0.75294118 0.54509804 0.34117647]
 [0.75294118 0.54509804 0.34901961]
 [0.75294118 0.54509804 0.34901961]
 ...
 [0.74509804 0.49019608 0.2627451 ]
 [0.74117647 0.48235294 0.25490196]
 [0.74117647 0.48235294 0.25490196]]"
223,224,data\real_and_fake_face\training_real\real_00224.jpg,600x600,real,real,,,,,"[[0.39215686 0.20784314 0.04313725]
 [0.34901961 0.17254902 0.01176471]
 [0.29803922 0.14509804 0.        ]
 ...
 [0.61568627 0.63921569 0.63137255]
 [0.60784314 0.63137255 0.62352941]
 [0.60784314 0.63137255 0.62352941]]"
224,225,data\real_and_fake_face\training_real\real_00225.jpg,600x600,real,real,,,,,"[[0.42352941 0.1254902  0.14117647]
 [0.41960784 0.12156863 0.1372549 ]
 [0.39607843 0.09803922 0.11372549]
 ...
 [0.23529412 0.25882353 0.25098039]
 [0.25098039 0.2745098  0.2745098 ]
 [0.27843137 0.30196078 0.30196078]]"
225,226,data\real_and_fake_face\training_real\real_00226.jpg,600x600,real,real,,,,,"[[0.1372549  0.32156863 0.39215686]
 [0.11764706 0.30196078 0.37254902]
 [0.11372549 0.29803922 0.36862745]
 ...
 [0.87058824 0.63529412 0.4       ]
 [0.87843137 0.64313725 0.40784314]
 [0.89411765 0.65882353 0.42352941]]"
226,227,data\real_and_fake_face\training_real\real_00227.jpg,600x600,real,real,,,,,"[[0.59607843 0.55686275 0.59215686]
 [0.5372549  0.49803922 0.53333333]
 [0.65098039 0.61960784 0.6627451 ]
 ...
 [0.34901961 0.27058824 0.22745098]
 [0.34117647 0.27058824 0.23137255]
 [0.37647059 0.30196078 0.28627451]]"
227,228,data\real_and_fake_face\training_real\real_00228.jpg,600x600,real,real,,,,,"[[0.95294118 0.91764706 0.99215686]
 [0.95686275 0.92156863 0.99607843]
 [0.95686275 0.92156863 0.98823529]
 ...
 [0.71764706 0.50588235 0.56078431]
 [0.78431373 0.58823529 0.63529412]
 [0.76862745 0.58823529 0.63137255]]"
228,229,data\real_and_fake_face\training_real\real_00229.jpg,600x600,real,real,,,,,"[[0.70196078 0.52156863 0.43137255]
 [0.70196078 0.52156863 0.43137255]
 [0.70980392 0.52941176 0.43921569]
 ...
 [0.95686275 0.94509804 0.91764706]
 [0.96078431 0.94117647 0.91764706]
 [0.96470588 0.94509804 0.92156863]]"
229,230,data\real_and_fake_face\training_real\real_00230.jpg,600x600,real,real,,,,,"[[0.14509804 0.22352941 0.07843137]
 [0.14117647 0.21960784 0.0745098 ]
 [0.14117647 0.21960784 0.0745098 ]
 ...
 [0.09411765 0.46666667 0.97647059]
 [0.10588235 0.4745098  0.99215686]
 [0.09411765 0.4627451  0.98823529]]"
230,231,data\real_and_fake_face\training_real\real_00231.jpg,600x600,real,real,,,,,"[[0.69803922 0.55686275 0.42352941]
 [0.78431373 0.64705882 0.5372549 ]
 [0.8745098  0.75294118 0.67058824]
 ...
 [0.16862745 0.22352941 0.08627451]
 [0.16862745 0.22352941 0.08235294]
 [0.18039216 0.23529412 0.09411765]]"
231,232,data\real_and_fake_face\training_real\real_00232.jpg,600x600,real,real,,,,,"[[0.32941176 0.25490196 0.18823529]
 [0.33333333 0.25882353 0.2       ]
 [0.35294118 0.27843137 0.21960784]
 ...
 [0.17254902 0.18431373 0.24313725]
 [0.23529412 0.24705882 0.30588235]
 [0.21176471 0.22352941 0.28235294]]"
232,233,data\real_and_fake_face\training_real\real_00233.jpg,600x600,real,real,,,,,"[[0.14901961 0.03921569 0.02352941]
 [0.14117647 0.03137255 0.01568627]
 [0.14117647 0.03137255 0.01568627]
 ...
 [0.55294118 0.3254902  0.14509804]
 [0.52156863 0.29411765 0.11372549]
 [0.53333333 0.30588235 0.1254902 ]]"
233,234,data\real_and_fake_face\training_real\real_00234.jpg,600x600,real,real,,,,,"[[0.49803922 0.58431373 0.53333333]
 [0.49411765 0.58039216 0.52941176]
 [0.54901961 0.63529412 0.58431373]
 ...
 [0.05882353 0.05490196 0.07843137]
 [0.08627451 0.08235294 0.10588235]
 [0.05098039 0.04705882 0.07058824]]"
234,235,data\real_and_fake_face\training_real\real_00235.jpg,600x600,real,real,,,,,"[[0.54117647 0.66666667 0.61568627]
 [0.56862745 0.69411765 0.64313725]
 [0.55294118 0.67843137 0.62745098]
 ...
 [0.41176471 0.36078431 0.28627451]
 [0.45098039 0.41960784 0.3372549 ]
 [0.52941176 0.50588235 0.41960784]]"
235,236,data\real_and_fake_face\training_real\real_00236.jpg,600x600,real,real,,,,,"[[0.56862745 0.51372549 0.51372549]
 [0.60392157 0.54509804 0.55686275]
 [0.61568627 0.55686275 0.56862745]
 ...
 [0.03921569 0.03921569 0.03921569]
 [0.02745098 0.02745098 0.02745098]
 [0.03921569 0.03921569 0.03921569]]"
236,237,data\real_and_fake_face\training_real\real_00237.jpg,600x600,real,real,,,,,"[[0.78431373 0.72156863 0.61960784]
 [0.79607843 0.73333333 0.63137255]
 [0.79215686 0.72941176 0.62745098]
 ...
 [0.00392157 0.00392157 0.01176471]
 [0.00392157 0.00392157 0.01176471]
 [0.00392157 0.00392157 0.01176471]]"
237,238,data\real_and_fake_face\training_real\real_00238.jpg,600x600,real,real,,,,,"[[0.4        0.45490196 0.49019608]
 [0.4        0.45490196 0.49803922]
 [0.38039216 0.44705882 0.48627451]
 ...
 [0.21568627 0.36078431 0.5372549 ]
 [0.23921569 0.38431373 0.55686275]
 [0.27058824 0.42352941 0.59215686]]"
238,239,data\real_and_fake_face\training_real\real_00239.jpg,600x600,real,real,,,,,"[[0.62745098 0.65882353 0.67058824]
 [0.62745098 0.65882353 0.67058824]
 [0.62745098 0.65882353 0.67058824]
 ...
 [0.58431373 0.64313725 0.67058824]
 [0.58823529 0.63921569 0.67058824]
 [0.58823529 0.63921569 0.67058824]]"
239,240,data\real_and_fake_face\training_real\real_00240.jpg,600x600,real,real,,,,,"[[0.6        0.43137255 0.35686275]
 [0.60784314 0.44313725 0.35686275]
 [0.60392157 0.43921569 0.35294118]
 ...
 [0.1372549  0.15294118 0.2       ]
 [0.1372549  0.15294118 0.2       ]
 [0.14117647 0.15686275 0.20392157]]"
240,241,data\real_and_fake_face\training_real\real_00241.jpg,600x600,real,real,,,,,"[[0.96862745 0.81960784 0.57647059]
 [0.96862745 0.81960784 0.57647059]
 [0.96862745 0.81960784 0.57647059]
 ...
 [0.19215686 0.08627451 0.05882353]
 [0.18823529 0.07843137 0.0627451 ]
 [0.18431373 0.0745098  0.05882353]]"
241,242,data\real_and_fake_face\training_real\real_00242.jpg,600x600,real,real,,,,,"[[0.29019608 0.18431373 0.14117647]
 [0.30196078 0.19607843 0.15294118]
 [0.31372549 0.20392157 0.16078431]
 ...
 [0.16862745 0.10588235 0.10588235]
 [0.16862745 0.10980392 0.09803922]
 [0.18431373 0.12941176 0.11764706]]"
242,243,data\real_and_fake_face\training_real\real_00243.jpg,600x600,real,real,,,,,"[[0.80392157 0.75686275 0.69411765]
 [0.80392157 0.75686275 0.69411765]
 [0.80392157 0.75686275 0.69411765]
 ...
 [0.75686275 0.6745098  0.67058824]
 [0.75294118 0.67058824 0.66666667]
 [0.72156863 0.63921569 0.63529412]]"
243,244,data\real_and_fake_face\training_real\real_00244.jpg,600x600,real,real,,,,,"[[0.3254902  0.49411765 0.56078431]
 [0.31764706 0.48627451 0.55294118]
 [0.32941176 0.49803922 0.56470588]
 ...
 [0.76078431 0.80784314 0.87058824]
 [0.79215686 0.81960784 0.85882353]
 [0.8627451  0.86666667 0.88627451]]"
244,245,data\real_and_fake_face\training_real\real_00245.jpg,600x600,real,real,,,,,"[[0.2627451  0.28235294 0.36078431]
 [0.25882353 0.27843137 0.35686275]
 [0.25882353 0.27843137 0.35686275]
 ...
 [0.05490196 0.05882353 0.07843137]
 [0.05098039 0.05490196 0.0745098 ]
 [0.05490196 0.05882353 0.07843137]]"
245,246,data\real_and_fake_face\training_real\real_00246.jpg,600x600,real,real,,,,,"[[0.58823529 0.69019608 0.64705882]
 [0.56078431 0.67058824 0.61568627]
 [0.51372549 0.63529412 0.57254902]
 ...
 [0.07058824 0.0745098  0.05098039]
 [0.10196078 0.10588235 0.08235294]
 [0.14901961 0.15294118 0.12941176]]"
246,247,data\real_and_fake_face\training_real\real_00247.jpg,600x600,real,real,,,,,"[[0.30588235 0.26666667 0.23137255]
 [0.30588235 0.27058824 0.23529412]
 [0.30980392 0.2745098  0.23921569]
 ...
 [0.7254902  0.5372549  0.34901961]
 [0.70980392 0.52941176 0.3372549 ]
 [0.69803922 0.51764706 0.3254902 ]]"
247,248,data\real_and_fake_face\training_real\real_00248.jpg,600x600,real,real,,,,,"[[0.83921569 0.75294118 0.6627451 ]
 [0.83529412 0.74901961 0.65882353]
 [0.83529412 0.74901961 0.66666667]
 ...
 [0.81176471 0.6745098  0.55686275]
 [0.80784314 0.67058824 0.54509804]
 [0.78823529 0.65098039 0.5254902 ]]"
248,249,data\real_and_fake_face\training_real\real_00249.jpg,600x600,real,real,,,,,"[[0.02352941 0.02352941 0.02352941]
 [0.02352941 0.02352941 0.02352941]
 [0.02352941 0.02352941 0.02352941]
 ...
 [0.23921569 0.4        0.1254902 ]
 [0.23529412 0.40392157 0.12156863]
 [0.23529412 0.40392157 0.12156863]]"
249,250,data\real_and_fake_face\training_real\real_00250.jpg,600x600,real,real,,,,,"[[0.55686275 0.47058824 0.3254902 ]
 [0.54901961 0.4627451  0.31764706]
 [0.54509804 0.45490196 0.32156863]
 ...
 [0.14117647 0.10588235 0.07058824]
 [0.14901961 0.11372549 0.07843137]
 [0.16470588 0.12941176 0.09411765]]"
250,251,data\real_and_fake_face\training_real\real_00251.jpg,600x600,real,real,,,,,"[[0.00392157 0.03137255 0.        ]
 [0.01960784 0.04705882 0.01568627]
 [0.02352941 0.05098039 0.01960784]
 ...
 [0.05098039 0.05882353 0.03921569]
 [0.05490196 0.0627451  0.04313725]
 [0.04313725 0.05098039 0.03137255]]"
251,252,data\real_and_fake_face\training_real\real_00252.jpg,600x600,real,real,,,,,"[[0.06666667 0.11372549 0.06666667]
 [0.0745098  0.12156863 0.0745098 ]
 [0.07843137 0.1254902  0.07843137]
 ...
 [0.12941176 0.16078431 0.10980392]
 [0.14509804 0.17647059 0.1254902 ]
 [0.16078431 0.19215686 0.14117647]]"
252,253,data\real_and_fake_face\training_real\real_00253.jpg,600x600,real,real,,,,,"[[0.30980392 0.31372549 0.25882353]
 [0.32156863 0.3254902  0.27058824]
 [0.3372549  0.34117647 0.27843137]
 ...
 [0.76862745 0.72156863 0.56470588]
 [0.72156863 0.6745098  0.50980392]
 [0.68627451 0.63921569 0.4745098 ]]"
253,254,data\real_and_fake_face\training_real\real_00254.jpg,600x600,real,real,,,,,"[[0.6745098  0.71372549 0.70980392]
 [0.69411765 0.73333333 0.72941176]
 [0.69019608 0.72941176 0.7254902 ]
 ...
 [0.85098039 0.85490196 0.8745098 ]
 [0.85490196 0.85882353 0.87843137]
 [0.85882353 0.8627451  0.88235294]]"
254,255,data\real_and_fake_face\training_real\real_00255.jpg,600x600,real,real,,,,,"[[0.85882353 0.91372549 0.91372549]
 [0.85882353 0.91372549 0.91372549]
 [0.85882353 0.91372549 0.91372549]
 ...
 [0.74509804 0.83921569 0.84705882]
 [0.7372549  0.83137255 0.83921569]
 [0.73333333 0.83529412 0.83921569]]"
255,256,data\real_and_fake_face\training_real\real_00256.jpg,600x600,real,real,,,,,"[[0.95686275 0.94901961 0.95294118]
 [0.95686275 0.94901961 0.95294118]
 [0.95686275 0.94901961 0.95294118]
 ...
 [0.91764706 0.90980392 0.92156863]
 [0.91764706 0.90980392 0.92156863]
 [0.91764706 0.90980392 0.92156863]]"
256,257,data\real_and_fake_face\training_real\real_00257.jpg,600x600,real,real,,,,,"[[0.81960784 0.71372549 0.74117647]
 [0.82352941 0.71764706 0.74509804]
 [0.82352941 0.71764706 0.74509804]
 ...
 [0.8627451  0.81960784 0.85098039]
 [0.85490196 0.81568627 0.85098039]
 [0.8627451  0.82352941 0.85882353]]"
257,258,data\real_and_fake_face\training_real\real_00258.jpg,600x600,real,real,,,,,"[[0.58431373 0.71372549 0.67058824]
 [0.56470588 0.70588235 0.65882353]
 [0.50980392 0.67058824 0.60784314]
 ...
 [0.0627451  0.09411765 0.10588235]
 [0.06666667 0.08627451 0.10196078]
 [0.0627451  0.0745098  0.09411765]]"
258,259,data\real_and_fake_face\training_real\real_00259.jpg,600x600,real,real,,,,,"[[0.07058824 0.09411765 0.09411765]
 [0.05098039 0.07058824 0.08235294]
 [0.03921569 0.07058824 0.07843137]
 ...
 [0.23529412 0.15686275 0.12156863]
 [0.23137255 0.16078431 0.11372549]
 [0.22352941 0.16078431 0.10980392]]"
259,260,data\real_and_fake_face\training_real\real_00260.jpg,600x600,real,real,,,,,"[[0.78039216 0.89411765 0.94901961]
 [0.78039216 0.89411765 0.94901961]
 [0.78039216 0.89411765 0.94901961]
 ...
 [0.22745098 0.26666667 0.30196078]
 [0.20784314 0.25098039 0.2745098 ]
 [0.19607843 0.23921569 0.2627451 ]]"
260,261,data\real_and_fake_face\training_real\real_00261.jpg,600x600,real,real,,,,,"[[0.76470588 0.84313725 0.84705882]
 [0.79215686 0.85882353 0.88627451]
 [0.80784314 0.8627451  0.91372549]
 ...
 [0.84705882 0.85490196 0.84313725]
 [0.85098039 0.85882353 0.84705882]
 [0.84313725 0.85098039 0.83921569]]"
261,262,data\real_and_fake_face\training_real\real_00262.jpg,600x600,real,real,,,,,"[[0.68235294 0.76862745 0.72156863]
 [0.68235294 0.76862745 0.72156863]
 [0.68235294 0.76862745 0.72156863]
 ...
 [0.45490196 0.54509804 0.19215686]
 [0.44705882 0.5372549  0.19215686]
 [0.44313725 0.53333333 0.18823529]]"
262,263,data\real_and_fake_face\training_real\real_00263.jpg,600x600,real,real,,,,,"[[0.         0.         0.        ]
 [0.         0.         0.        ]
 [0.         0.         0.        ]
 ...
 [0.01960784 0.03921569 0.05098039]
 [0.01176471 0.03529412 0.03529412]
 [0.00392157 0.02745098 0.02745098]]"
263,264,data\real_and_fake_face\training_real\real_00264.jpg,600x600,real,real,,,,,"[[0.56862745 0.49411765 0.32941176]
 [0.56862745 0.49411765 0.32941176]
 [0.56862745 0.49411765 0.32941176]
 ...
 [0.16470588 0.19215686 0.25490196]
 [0.17647059 0.20392157 0.27843137]
 [0.17254902 0.19607843 0.29019608]]"
264,265,data\real_and_fake_face\training_real\real_00265.jpg,600x600,real,real,,,,,"[[0.12156863 0.11764706 0.00784314]
 [0.11764706 0.11372549 0.00392157]
 [0.11764706 0.11372549 0.00392157]
 ...
 [0.63529412 0.38431373 0.19607843]
 [0.64313725 0.39607843 0.19607843]
 [0.64705882 0.40392157 0.20392157]]"
265,266,data\real_and_fake_face\training_real\real_00266.jpg,600x600,real,real,,,,,"[[0.91764706 0.60392157 0.23137255]
 [0.90980392 0.59607843 0.22352941]
 [0.92156863 0.60784314 0.23529412]
 ...
 [0.36078431 0.34509804 0.30980392]
 [0.36862745 0.35294118 0.31764706]
 [0.36470588 0.34901961 0.31372549]]"
266,267,data\real_and_fake_face\training_real\real_00267.jpg,600x600,real,real,,,,,"[[0.37647059 0.21960784 0.18039216]
 [0.38039216 0.22352941 0.18431373]
 [0.38823529 0.21960784 0.18431373]
 ...
 [0.22352941 0.10980392 0.03921569]
 [0.21568627 0.10980392 0.03529412]
 [0.22352941 0.11764706 0.04313725]]"
267,268,data\real_and_fake_face\training_real\real_00268.jpg,600x600,real,real,,,,,"[[0.18431373 0.28627451 0.3372549 ]
 [0.17647059 0.28627451 0.33333333]
 [0.17254902 0.28235294 0.32941176]
 ...
 [0.         0.         0.00784314]
 [0.         0.         0.00784314]
 [0.         0.         0.00784314]]"
268,269,data\real_and_fake_face\training_real\real_00269.jpg,600x600,real,real,,,,,"[[0.49019608 0.28627451 0.23529412]
 [0.50196078 0.29803922 0.24705882]
 [0.51372549 0.30980392 0.25882353]
 ...
 [0.28235294 0.41568627 0.69411765]
 [0.27058824 0.40784314 0.6745098 ]
 [0.25882353 0.39607843 0.65490196]]"
269,270,data\real_and_fake_face\training_real\real_00270.jpg,600x600,real,real,,,,,"[[0.00784314 0.05098039 0.01960784]
 [0.00784314 0.05098039 0.01960784]
 [0.01176471 0.05490196 0.02352941]
 ...
 [0.65490196 0.5372549  0.49803922]
 [0.65490196 0.5372549  0.49803922]
 [0.65882353 0.54117647 0.50196078]]"
270,271,data\real_and_fake_face\training_real\real_00271.jpg,600x600,real,real,,,,,"[[0.98431373 0.98431373 0.98431373]
 [0.98431373 0.99215686 0.98823529]
 [0.96862745 0.97647059 0.96470588]
 ...
 [0.22352941 0.15294118 0.09803922]
 [0.23137255 0.16470588 0.10196078]
 [0.24313725 0.17647059 0.11372549]]"
271,272,data\real_and_fake_face\training_real\real_00272.jpg,600x600,real,real,,,,,"[[0.19607843 0.08627451 0.13333333]
 [0.21568627 0.11372549 0.15686275]
 [0.21176471 0.12941176 0.16470588]
 ...
 [0.16470588 0.09803922 0.12941176]
 [0.15294118 0.12156863 0.18039216]
 [0.13333333 0.08627451 0.17254902]]"
272,273,data\real_and_fake_face\training_real\real_00273.jpg,600x600,real,real,,,,,"[[0.38823529 0.26666667 0.43921569]
 [0.40784314 0.28627451 0.45098039]
 [0.43137255 0.30588235 0.45882353]
 ...
 [0.97647059 0.88627451 0.9254902 ]
 [0.96470588 0.8745098  0.91372549]
 [0.98039216 0.89019608 0.92941176]]"
273,274,data\real_and_fake_face\training_real\real_00274.jpg,600x600,real,real,,,,,"[[0.27843137 0.28235294 0.25882353]
 [0.28627451 0.29019608 0.26666667]
 [0.29411765 0.29803922 0.2745098 ]
 ...
 [0.6627451  0.65882353 0.65098039]
 [0.65882353 0.65490196 0.64705882]
 [0.65490196 0.65098039 0.64313725]]"
274,275,data\real_and_fake_face\training_real\real_00275.jpg,600x600,real,real,,,,,"[[0.30588235 0.15294118 0.13333333]
 [0.31372549 0.15686275 0.14901961]
 [0.30588235 0.14901961 0.14117647]
 ...
 [0.75294118 0.75686275 0.69411765]
 [0.74509804 0.74901961 0.68627451]
 [0.75294118 0.75686275 0.69411765]]"
275,276,data\real_and_fake_face\training_real\real_00276.jpg,600x600,real,real,,,,,"[[0.15294118 0.18431373 0.        ]
 [0.14509804 0.17647059 0.        ]
 [0.15686275 0.18823529 0.00392157]
 ...
 [0.66666667 0.51764706 0.46666667]
 [0.69411765 0.56470588 0.50588235]
 [0.70196078 0.58823529 0.5254902 ]]"
276,277,data\real_and_fake_face\training_real\real_00277.jpg,600x600,real,real,,,,,"[[0.00392157 0.11372549 0.19607843]
 [0.         0.11764706 0.19607843]
 [0.00784314 0.1372549  0.20392157]
 ...
 [0.20784314 0.19215686 0.25098039]
 [0.15686275 0.14117647 0.2       ]
 [0.18039216 0.16470588 0.22352941]]"
277,278,data\real_and_fake_face\training_real\real_00278.jpg,600x600,real,real,,,,,"[[0.42352941 0.54117647 0.34509804]
 [0.42745098 0.54509804 0.34901961]
 [0.42745098 0.54117647 0.35294118]
 ...
 [0.98823529 0.92156863 0.85098039]
 [0.98823529 0.91372549 0.84705882]
 [0.98039216 0.90588235 0.83921569]]"
278,279,data\real_and_fake_face\training_real\real_00279.jpg,600x600,real,real,,,,,"[[0.43137255 0.49411765 0.20784314]
 [0.42745098 0.49019608 0.19607843]
 [0.42352941 0.49411765 0.19607843]
 ...
 [0.45882353 0.58039216 0.2745098 ]
 [0.44313725 0.57254902 0.2627451 ]
 [0.46666667 0.59607843 0.28627451]]"
279,280,data\real_and_fake_face\training_real\real_00280.jpg,600x600,real,real,,,,,"[[0.76470588 0.71372549 0.69019608]
 [0.76470588 0.71372549 0.69019608]
 [0.76862745 0.71764706 0.69411765]
 ...
 [0.1254902  0.11372549 0.09411765]
 [0.1254902  0.11372549 0.09411765]
 [0.12156863 0.10588235 0.09411765]]"
280,281,data\real_and_fake_face\training_real\real_00281.jpg,600x600,real,real,,,,,"[[0.31764706 0.27058824 0.18431373]
 [0.31372549 0.26666667 0.18039216]
 [0.32156863 0.2627451  0.18039216]
 ...
 [0.48235294 0.40392157 0.26666667]
 [0.48627451 0.41176471 0.25490196]
 [0.49411765 0.42745098 0.25882353]]"
281,282,data\real_and_fake_face\training_real\real_00282.jpg,600x600,real,real,,,,,"[[0.8627451  0.90588235 0.88235294]
 [0.87058824 0.90588235 0.88627451]
 [0.8745098  0.90980392 0.89019608]
 ...
 [0.20784314 0.16470588 0.18823529]
 [0.20784314 0.16470588 0.18823529]
 [0.20784314 0.16470588 0.18823529]]"
282,283,data\real_and_fake_face\training_real\real_00283.jpg,600x600,real,real,,,,,"[[0.13333333 0.1372549  0.11764706]
 [0.1372549  0.14117647 0.12156863]
 [0.14117647 0.14509804 0.1254902 ]
 ...
 [0.8        0.56470588 0.43137255]
 [0.79607843 0.56078431 0.42745098]
 [0.79607843 0.56078431 0.42745098]]"
283,284,data\real_and_fake_face\training_real\real_00284.jpg,600x600,real,real,,,,,"[[0.72156863 0.75294118 0.76078431]
 [0.72156863 0.75294118 0.76078431]
 [0.72156863 0.75294118 0.76078431]
 ...
 [0.86666667 0.72941176 0.65490196]
 [0.85882353 0.72156863 0.64705882]
 [0.85490196 0.7254902  0.65098039]]"
284,285,data\real_and_fake_face\training_real\real_00285.jpg,600x600,real,real,,,,,"[[0.4        0.38823529 0.21176471]
 [0.39607843 0.38431373 0.20784314]
 [0.39607843 0.38431373 0.20784314]
 ...
 [0.08627451 0.11372549 0.08235294]
 [0.08627451 0.11372549 0.08235294]
 [0.08627451 0.11372549 0.08235294]]"
285,286,data\real_and_fake_face\training_real\real_00286.jpg,600x600,real,real,,,,,"[[1.         1.         1.        ]
 [1.         1.         1.        ]
 [1.         1.         1.        ]
 ...
 [0.78823529 0.95686275 0.99215686]
 [0.79215686 0.96078431 0.99607843]
 [0.79607843 0.96470588 1.        ]]"
286,287,data\real_and_fake_face\training_real\real_00287.jpg,600x600,real,real,,,,,"[[0.89803922 0.8627451  0.74901961]
 [0.89803922 0.8627451  0.74901961]
 [0.89803922 0.8627451  0.74901961]
 ...
 [0.39215686 0.1254902  0.20784314]
 [0.50980392 0.23529412 0.32941176]
 [0.75294118 0.48235294 0.59215686]]"
287,288,data\real_and_fake_face\training_real\real_00288.jpg,600x600,real,real,,,,,"[[0.78823529 0.88627451 0.87058824]
 [0.79215686 0.89019608 0.8745098 ]
 [0.79215686 0.89803922 0.87843137]
 ...
 [0.5372549  0.64705882 0.49803922]
 [0.52156863 0.63921569 0.49803922]
 [0.50588235 0.62352941 0.48235294]]"
288,289,data\real_and_fake_face\training_real\real_00289.jpg,600x600,real,real,,,,,"[[0.88627451 0.89803922 0.91764706]
 [0.88627451 0.89803922 0.91764706]
 [0.88627451 0.89803922 0.91764706]
 ...
 [0.48627451 0.40784314 0.36470588]
 [0.45490196 0.38431373 0.3372549 ]
 [0.42745098 0.35686275 0.31764706]]"
289,290,data\real_and_fake_face\training_real\real_00290.jpg,600x600,real,real,,,,,"[[0.84313725 0.51372549 0.12941176]
 [0.84313725 0.51372549 0.1254902 ]
 [0.84313725 0.51372549 0.1254902 ]
 ...
 [0.09019608 0.1254902  0.05882353]
 [0.09803922 0.13333333 0.06666667]
 [0.10196078 0.1372549  0.07058824]]"
290,291,data\real_and_fake_face\training_real\real_00291.jpg,600x600,real,real,,,,,"[[0.86666667 0.91764706 0.85098039]
 [0.87058824 0.92156863 0.85490196]
 [0.87843137 0.92941176 0.8627451 ]
 ...
 [0.27058824 0.24313725 0.12941176]
 [0.29019608 0.25490196 0.14117647]
 [0.31764706 0.2745098  0.16470588]]"
291,292,data\real_and_fake_face\training_real\real_00292.jpg,600x600,real,real,,,,,"[[0.84313725 0.69803922 0.63529412]
 [0.85490196 0.70980392 0.64705882]
 [0.85882353 0.71372549 0.65098039]
 ...
 [0.71372549 0.60392157 0.51764706]
 [0.71372549 0.60392157 0.51764706]
 [0.71372549 0.60392157 0.51764706]]"
292,293,data\real_and_fake_face\training_real\real_00293.jpg,600x600,real,real,,,,,"[[0.99607843 1.         0.97647059]
 [0.99607843 1.         0.97647059]
 [0.99607843 1.         0.97647059]
 ...
 [0.39607843 0.17647059 0.07843137]
 [0.39215686 0.17254902 0.0745098 ]
 [0.38823529 0.16862745 0.07058824]]"
293,294,data\real_and_fake_face\training_real\real_00294.jpg,600x600,real,real,,,,,"[[1.         0.89019608 0.84705882]
 [1.         0.89411765 0.85098039]
 [1.         0.89411765 0.85098039]
 ...
 [0.75294118 0.69411765 0.81568627]
 [0.80784314 0.65490196 0.82745098]
 [0.74509804 0.63921569 0.80784314]]"
